ID,year,region,npg,birth_rate,death_rate,gdw,urbanization
782,1999,Ivanovo Oblast,-14.0,6.7,20.7,77.33,82.41
783,1999,Republic of Ingushetia,14.5,20.6,6.1,84.79,42.01
784,1999,Irkutsk Oblast,-4.7,10.1,14.8,68.28,79.62
785,1999,Kabardino-Balkar Republic,1.0,10.5,9.5,75.81,56.83
786,1999,Kaliningrad Oblast,-6.7,7.4,14.1,64.9,77.84
787,1999,Republic of Kalmykia,0.8,11.6,10.8,74.67,40.77
788,1999,Kaluga Oblast,-10.5,7.0,17.5,74.1,74.33
789,1999,Kamchatka Krai,-1.1,9.4,10.5,46.87,80.72
790,1999,Karachay-Cherkess Republic,-0.4,10.3,10.7,80.28,43.92
791,1999,Republic of Karelia,-7.5,8.2,15.7,66.76,74.03
792,1999,Kemerovo Oblast,-7.4,8.4,15.8,68.92,86.57
793,1999,Kirov Oblast,-8.2,7.8,16.0,74.8,71.0
794,1999,Kostroma Oblast,-10.4,7.9,18.3,78.25,66.34
795,1999,Krasnodar Krai,-6.2,8.4,14.6,77.84,53.82
796,1999,Krasnoyarsk Krai,-5.1,9.0,14.1,64.61,75.03
797,1999,Republic of Crimea,,,,,
798,1999,Kurgan Oblast,-6.0,9.3,15.3,76.37,56.23
799,1999,Kursk Oblast,-10.2,7.9,18.1,81.46,60.26
800,1999,Leningrad Oblast,-11.2,6.4,17.6,75.48,66.32
801,1999,Lipetsk Oblast,-8.7,7.3,16.0,76.69,63.9
802,1999,Magadan Oblast,-1.3,9.3,10.6,45.32,90.02
803,1999,Mari El Republic,-5.5,8.8,14.3,72.56,62.91
804,1999,Republic of Mordovia,-7.8,7.6,15.4,74.3,59.07
805,1999,Moscow,-6.2,6.8,13.0,60.22,100.0
806,1999,Moscow Oblast,-9.7,6.7,16.4,69.48,79.57
807,1999,Murmansk Oblast,-2.6,7.9,10.5,50.09,92.16
808,1999,Nenets Autonomous Okrug,2.0,12.5,10.5,61.4,62.35
809,1999,Nizhny Novgorod Oblast,-9.7,7.4,17.1,76.28,77.79
810,1999,Novgorod Oblast,-12.1,7.3,19.4,77.74,70.04
811,1999,Novosibirsk Oblast,-5.7,7.9,13.6,68.67,74.54
812,1999,Omsk Oblast,-4.7,8.3,13.0,70.54,68.07
813,1999,Orenburg Oblast,-4.6,9.1,13.7,73.94,64.29
814,1999,Oryol Oblast,-9.3,7.4,16.7,77.42,62.88
815,1999,Penza Oblast,-9.2,7.3,16.5,74.59,64.44
816,1999,Perm Krai,-5.9,9.3,15.2,70.53,76.04
817,1999,Primorsky Krai,-4.9,8.1,13.0,59.72,77.74
818,1999,Pskov Oblast,-14.6,7.0,21.6,79.81,65.14
819,1999,Altai Republic,1.0,13.6,12.6,76.04,25.26
820,1999,Komi Republic,-2.4,9.1,11.5,57.82,75.45
821,1999,Tuva Republic,2.5,16.0,13.5,76.96,49.2
822,1999,Rostov Oblast,-7.2,7.5,14.7,75.56,67.69
823,1999,Ryazan Oblast,-11.7,7.0,18.7,80.12,67.87
824,1999,Samara Oblast,-7.6,7.5,15.1,68.03,80.58
825,1999,Saint Petersburg,-9.0,6.2,15.2,66.42,100.0
826,1999,Saratov Oblast,-7.3,7.9,15.2,72.62,73.23
827,1999,Sakhalin Oblast,-4.2,8.6,12.8,54.55,86.26
828,1999,Sverdlovsk Oblast,-7.5,8.0,15.5,69.77,87.77
829,1999,Sevastopol,,,,,
830,1999,Republic of North Ossetia-Alania,-1.8,10.4,12.2,80.06,67.85
831,1999,Smolensk Oblast,-12.7,6.7,19.4,75.48,70.04
832,1999,Stavropol Krai,-4.4,8.8,13.2,78.91,55.97
833,1999,Tambov Oblast,-11.3,7.4,18.7,80.95,57.17
834,1999,Republic of Tatarstan,-3.0,9.3,12.3,74.6,73.62
835,1999,Tver Oblast,-13.6,7.3,20.9,81.3,72.42
836,1999,Tomsk Oblast,-3.4,9.1,12.5,63.69,66.88
837,1999,Tula Oblast,-13.7,6.5,20.2,79.55,81.25
838,1999,Tyumen Oblast,1.8,10.3,8.5,67.78,76.82
839,1999,Udmurt Republic,-3.1,9.9,13.0,68.65,69.62
840,1999,Ulyanovsk Oblast,-6.6,7.8,14.4,72.44,72.82
841,1999,Khabarovsk Krai,-5.4,8.1,13.5,58.97,80.66
842,1999,Republic of Khakassia,-5.3,9.5,14.8,69.01,70.86
843,1999,Khanty–Mansi Autonomous Okrug – Yugra,4.6,10.8,6.2,46.81,91.08
844,1999,Chelyabinsk Oblast,-5.9,8.5,14.4,71.69,81.48
845,1999,Chechen Republic,,,,84.81,36.83
846,1999,Chuvash Republic,-4.4,9.1,13.5,75.07,60.1
847,1999,Chukotka Autonomous Okrug,2.2,10.4,8.2,44.85,68.7
848,1999,Sakha (Yakutia) Republic,3.3,13.1,9.8,62.68,64.32
849,1999,Yamalo-Nenets Autonomous Okrug,7.0,12.2,5.2,44.59,83.39
850,1999,Yaroslavl Oblast,-11.6,6.8,18.4,74.02,80.48
851,2000,Republic of Adygea,-5.9,9.1,15.0,78.59,52.86
852,2000,Altai Krai,-5.0,9.3,14.3,67.35,52.77
853,2000,Amur Oblast,-4.4,10.2,14.6,61.13,66.46
854,2000,Arkhangelsk Oblast,-7.5,8.8,16.3,63.71,74.74
855,2000,Astrakhan Oblast,-4.4,9.9,14.3,69.14,67.88
856,2000,Republic of Bashkortostan,-2.9,10.1,13.0,75.44,64.08
857,2000,Belgorod Oblast,-7.5,8.0,15.5,75.92,65.06
858,2000,Bryansk Oblast,-10.4,7.8,18.2,78.74,68.39
859,2000,Republic of Buryatia,-1.5,11.6,13.1,67.04,59.73
860,2000,Vladimir Oblast,-11.5,7.6,19.1,72.29,79.85
861,2000,Volgograd Oblast,-7.0,8.2,15.2,71.51,74.81
862,2000,Vologda Oblast,-7.2,8.8,16.0,70.98,68.72
863,2000,Voronezh Oblast,-10.3,7.6,17.9,78.69,61.44
864,2000,Republic of Dagestan,9.0,15.5,6.5,82.57,42.57
865,2000,Jewish Autonomous Oblast,-4.8,9.7,14.5,62.58,66.92
866,2000,Zabaykalsky Krai,-2.7,11.8,14.5,66.32,63.6
867,2000,Ivanovo Oblast,-13.6,7.2,20.8,74.18,82.46
868,2000,Republic of Ingushetia,16.1,21.5,5.4,85.12,42.87
869,2000,Irkutsk Oblast,-4.8,10.7,15.5,66.07,79.64
870,2000,Kabardino-Balkar Republic,0.4,10.4,10.0,72.65,56.64
871,2000,Kaliningrad Oblast,-7.3,7.9,15.2,62.7,77.63
872,2000,Republic of Kalmykia,0.1,11.3,11.2,71.92,41.37
873,2000,Kaluga Oblast,-10.7,7.4,18.1,71.63,74.41
874,2000,Kamchatka Krai,-1.7,9.3,11.0,45.85,80.85
875,2000,Karachay-Cherkess Republic,-0.7,10.6,11.3,77.18,43.78
876,2000,Republic of Karelia,-7.8,8.7,16.5,64.19,74.26
877,2000,Kemerovo Oblast,-7.7,9.0,16.7,66.32,86.48
878,2000,Kirov Oblast,-8.7,8.1,16.8,71.62,70.89
879,2000,Kostroma Oblast,-10.8,8.1,18.9,75.21,66.56
880,2000,Krasnodar Krai,-6.3,8.9,15.2,75.15,53.71
881,2000,Krasnoyarsk Krai,-5.5,9.3,14.8,62.42,75.11
882,2000,Republic of Crimea,,,,,
883,2000,Kurgan Oblast,-6.7,9.6,16.3,74.09,56.21
884,2000,Kursk Oblast,-10.4,8.2,18.6,78.77,60.51
885,2000,Leningrad Oblast,-12.1,6.7,18.8,72.49,66.31
886,2000,Lipetsk Oblast,-8.7,7.8,16.5,74.38,63.98
887,2000,Magadan Oblast,-2.1,9.7,11.8,44.24,90.79
888,2000,Mari El Republic,-5.8,9.1,14.9,69.55,63.09
889,2000,Republic of Mordovia,-8.4,7.8,16.2,71.69,59.35
890,2000,Moscow,-5.8,7.3,13.1,57.83,100.0
891,2000,Moscow Oblast,-9.8,7.2,17.0,67.34,79.5
892,2000,Murmansk Oblast,-3.0,8.6,11.6,48.52,92.22
893,2000,Nenets Autonomous Okrug,0.3,13.2,12.9,59.86,62.15
894,2000,Nizhny Novgorod Oblast,-10.4,7.7,18.1,73.48,77.86
895,2000,Novgorod Oblast,-12.6,7.5,20.1,75.45,69.52
896,2000,Novosibirsk Oblast,-5.7,8.5,14.2,65.92,74.63
897,2000,Omsk Oblast,-4.9,8.6,13.5,67.68,68.19
898,2000,Orenburg Oblast,-4.7,9.7,14.4,71.14,57.54
899,2000,Oryol Oblast,-9.8,7.9,17.7,75.14,63.0
900,2000,Penza Oblast,-9.5,7.5,17.0,72.35,64.6
901,2000,Perm Krai,-6.5,9.7,16.2,68.11,75.6
902,2000,Primorsky Krai,-5.3,8.6,13.9,58.18,77.71
903,2000,Pskov Oblast,-14.9,7.4,22.3,77.06,65.38
904,2000,Altai Republic,1.3,14.3,13.0,73.08,25.76
905,2000,Komi Republic,-3.5,9.4,12.9,56.05,75.46
906,2000,Tuva Republic,2.3,15.9,13.6,75.16,49.8
907,2000,Rostov Oblast,-7.2,8.0,15.2,72.55,67.61
908,2000,Ryazan Oblast,-12.3,7.0,19.3,77.49,68.24
909,2000,Samara Oblast,-8.5,7.9,16.4,65.83,80.53
910,2000,Saint Petersburg,-9.4,6.8,16.2,64.09,100.0
911,2000,Saratov Oblast,-8.3,8.1,16.4,70.45,73.23
912,2000,Sakhalin Oblast,-4.2,9.2,13.4,52.96,86.49
913,2000,Sverdlovsk Oblast,-8.2,8.4,16.6,66.89,87.74
914,2000,Sevastopol,,,,,
915,2000,Republic of North Ossetia-Alania,-2.0,10.3,12.3,77.5,66.79
916,2000,Smolensk Oblast,-13.0,7.0,20.0,72.49,70.24
917,2000,Stavropol Krai,-4.6,9.0,13.6,75.17,55.9
918,2000,Tambov Oblast,-11.0,8.0,19.0,78.47,57.13
919,2000,Republic of Tatarstan,-3.7,9.4,13.1,72.26,73.59
920,2000,Tver Oblast,-14.1,7.5,21.6,78.49,72.6
921,2000,Tomsk Oblast,-3.7,9.5,13.2,60.3,67.06
922,2000,Tula Oblast,-14.2,6.8,21.0,76.94,81.32
923,2000,Tyumen Oblast,1.3,10.6,9.3,64.93,76.86
924,2000,Udmurt Republic,-3.5,10.2,13.7,66.18,69.56
925,2000,Ulyanovsk Oblast,-7.5,8.1,15.6,69.99,72.88
926,2000,Khabarovsk Krai,-5.6,8.5,14.1,57.05,80.59
927,2000,Republic of Khakassia,-4.5,10.1,14.6,66.27,70.95
928,2000,Khanty–Mansi Autonomous Okrug – Yugra,4.5,11.4,6.9,45.26,91.09
929,2000,Chelyabinsk Oblast,-6.6,8.9,15.5,68.96,81.5
930,2000,Chechen Republic,,,,82.39,35.7
931,2000,Chuvash Republic,-4.7,9.3,14.0,72.37,60.2
932,2000,Chukotka Autonomous Okrug,1.9,11.5,9.6,43.81,66.96
933,2000,Sakha (Yakutia) Republic,4.0,13.7,9.7,61.21,64.0
934,2000,Yamalo-Nenets Autonomous Okrug,6.1,11.7,5.6,43.71,83.3
935,2000,Yaroslavl Oblast,-10.7,7.3,18.0,71.45,80.44
936,2001,Republic of Adygea,-5.3,9.4,14.7,76.03,52.79
937,2001,Altai Krai,-5.1,9.6,14.7,64.85,52.8
938,2001,Amur Oblast,-4.3,10.9,15.2,59.19,66.63
939,2001,Arkhangelsk Oblast,-6.6,9.6,16.2,61.71,74.92
940,2001,Astrakhan Oblast,-4.1,10.5,14.6,66.76,67.93
941,2001,Republic of Bashkortostan,-3.0,10.4,13.4,72.7,64.07
942,2001,Belgorod Oblast,-7.9,8.2,16.1,73.02,65.17
943,2001,Bryansk Oblast,-10.0,7.9,17.9,75.74,68.6
944,2001,Republic of Buryatia,-2.2,11.8,14.0,64.85,59.83
945,2001,Vladimir Oblast,-11.6,8.1,19.7,70.07,79.8
946,2001,Volgograd Oblast,-7.1,8.5,15.6,69.25,74.93
947,2001,Vologda Oblast,-8.0,9.4,17.4,68.55,68.76
948,2001,Voronezh Oblast,-10.6,7.7,18.3,76.0,61.58
949,2001,Republic of Dagestan,9.2,15.3,6.1,78.61,42.42
950,2001,Jewish Autonomous Oblast,-3.9,10.8,14.7,60.6,67.04
951,2001,Zabaykalsky Krai,-2.8,12.5,15.3,64.35,63.65
952,2001,Ivanovo Oblast,-12.9,7.8,20.7,71.75,82.53
953,2001,Republic of Ingushetia,15.2,19.4,4.2,73.86,42.64
954,2001,Irkutsk Oblast,-4.6,11.2,15.8,64.17,79.32
955,2001,Kabardino-Balkar Republic,0.1,10.0,9.9,69.5,56.57
956,2001,Kaliningrad Oblast,-8.1,8.0,16.1,60.62,77.57
957,2001,Republic of Kalmykia,0.6,11.7,11.1,68.83,42.95
958,2001,Kaluga Oblast,-10.3,8.0,18.3,69.55,74.41
959,2001,Kamchatka Krai,-2.3,9.5,11.8,45.27,80.96
960,2001,Karachay-Cherkess Republic,-0.3,10.9,11.2,74.3,43.86
961,2001,Republic of Karelia,-8.0,9.4,17.4,61.83,74.47
962,2001,Kemerovo Oblast,-7.4,9.5,16.9,64.23,86.52
963,2001,Kirov Oblast,-8.7,8.3,17.0,68.76,71.24
964,2001,Kostroma Oblast,-11.2,8.7,19.9,72.62,66.82
965,2001,Krasnodar Krai,-5.7,9.4,15.1,72.58,53.52
966,2001,Krasnoyarsk Krai,-4.6,10.0,14.6,60.59,75.35
967,2001,Republic of Crimea,,,,,
968,2001,Kurgan Oblast,-6.8,9.6,16.4,71.98,56.29
969,2001,Kursk Oblast,-10.3,8.4,18.7,75.96,60.78
970,2001,Leningrad Oblast,-12.7,7.2,19.9,69.7,66.33
971,2001,Lipetsk Oblast,-9.1,8.0,17.1,72.08,64.09
972,2001,Magadan Oblast,-2.1,10.1,12.2,43.67,91.44
973,2001,Mari El Republic,-6.2,9.3,15.5,66.72,62.89
974,2001,Republic of Mordovia,-7.9,7.8,15.7,69.29,59.58
975,2001,Moscow,-5.7,7.5,13.2,55.85,100.0
976,2001,Moscow Oblast,-10.1,7.7,17.8,65.56,79.49
977,2001,Murmansk Oblast,-3.1,9.1,12.2,47.28,92.27
978,2001,Nenets Autonomous Okrug,0.9,14.6,13.7,58.88,62.33
979,2001,Nizhny Novgorod Oblast,-10.8,7.9,18.7,70.95,77.95
980,2001,Novgorod Oblast,-13.1,8.2,21.3,73.02,69.61
981,2001,Novosibirsk Oblast,-5.3,9.2,14.5,63.62,74.76
982,2001,Omsk Oblast,-4.9,8.7,13.6,65.05,68.34
983,2001,Orenburg Oblast,-4.7,10.0,14.7,68.65,57.51
984,2001,Oryol Oblast,-9.9,8.1,18.0,72.47,63.17
985,2001,Penza Oblast,-9.2,7.5,16.7,70.33,64.77
986,2001,Perm Krai,-6.3,10.2,16.5,65.78,75.4
987,2001,Primorsky Krai,-4.8,9.3,14.1,56.88,77.73
988,2001,Pskov Oblast,-14.8,8.0,22.8,74.38,65.64
989,2001,Altai Republic,0.8,14.9,14.1,70.66,26.12
990,2001,Komi Republic,-3.5,10.0,13.5,54.04,75.26
991,2001,Tuva Republic,2.7,16.3,13.6,73.45,50.44
992,2001,Rostov Oblast,-7.4,8.2,15.6,69.85,67.58
993,2001,Ryazan Oblast,-12.5,7.4,19.9,75.1,68.48
994,2001,Samara Oblast,-8.2,8.2,16.4,63.76,80.54
995,2001,Saint Petersburg,-9.0,7.2,16.2,62.15,100.0
996,2001,Saratov Oblast,-8.1,8.2,16.3,68.5,73.31
997,2001,Sakhalin Oblast,-5.2,9.5,14.7,51.62,86.68
998,2001,Sverdlovsk Oblast,-7.1,9.0,16.1,64.34,87.8
999,2001,Sevastopol,,,,,
1000,2001,Republic of North Ossetia-Alania,-1.3,10.3,11.6,75.06,66.17
1001,2001,Smolensk Oblast,-13.0,7.6,20.6,69.7,70.42
1002,2001,Stavropol Krai,-4.6,9.1,13.7,71.5,55.87
1003,2001,Tambov Oblast,-11.0,7.8,18.8,76.36,57.15
1004,2001,Republic of Tatarstan,-3.7,9.5,13.2,69.88,73.61
1005,2001,Tver Oblast,-14.9,8.0,22.9,75.9,72.75
1006,2001,Tomsk Oblast,-3.7,9.7,13.4,57.18,67.32
1007,2001,Tula Oblast,-14.3,7.2,21.5,74.52,81.37
1008,2001,Tyumen Oblast,1.8,11.4,9.6,62.02,77.07
1009,2001,Udmurt Republic,-3.9,10.5,14.4,63.98,69.55
1010,2001,Ulyanovsk Oblast,-7.7,8.1,15.8,67.69,73.01
1011,2001,Khabarovsk Krai,-5.5,9.4,14.9,55.4,80.59
1012,2001,Republic of Khakassia,-5.4,10.1,15.5,64.1,71.02
1013,2001,Khanty–Mansi Autonomous Okrug – Yugra,5.2,12.3,7.1,43.89,91.16
1014,2001,Chelyabinsk Oblast,-6.3,9.3,15.6,66.54,81.58
1015,2001,Chechen Republic,,,,81.01,33.52
1016,2001,Chuvash Republic,-5.2,9.1,14.3,69.7,60.34
1017,2001,Chukotka Autonomous Okrug,0.3,12.7,12.4,43.89,66.38
1018,2001,Sakha (Yakutia) Republic,3.7,13.9,10.2,59.64,64.19
1019,2001,Yamalo-Nenets Autonomous Okrug,6.7,12.8,6.1,43.06,83.3
1020,2001,Yaroslavl Oblast,-11.5,8.1,19.6,69.3,80.62
1021,2002,Republic of Adygea,-4.8,10.2,15.0,73.97,52.69
1022,2002,Altai Krai,-5.4,10.3,15.7,62.97,53.06
1023,2002,Amur Oblast,-4.5,11.6,16.1,58.12,65.92
1024,2002,Arkhangelsk Oblast,-7.1,10.4,17.5,60.8,75.19
1025,2002,Astrakhan Oblast,-3.7,11.6,15.3,64.89,67.57
1026,2002,Republic of Bashkortostan,-3.0,11.1,14.1,70.38,64.06
1027,2002,Belgorod Oblast,-7.6,8.6,16.2,70.89,65.23
1028,2002,Bryansk Oblast,-10.6,8.6,19.2,73.54,68.82
1029,2002,Republic of Buryatia,-1.6,13.0,14.6,63.08,59.66
1030,2002,Vladimir Oblast,-12.2,8.6,20.8,68.86,79.7
1031,2002,Volgograd Oblast,-6.8,9.1,15.9,67.71,75.08
1032,2002,Vologda Oblast,-8.3,10.1,18.4,66.83,68.91
1033,2002,Voronezh Oblast,-10.9,8.0,18.9,74.18,61.79
1034,2002,Republic of Dagestan,9.9,16.1,6.2,74.15,42.63
1035,2002,Jewish Autonomous Oblast,-4.6,11.3,15.9,59.37,67.19
1036,2002,Zabaykalsky Krai,-3.1,13.1,16.2,63.01,63.82
1037,2002,Ivanovo Oblast,-13.7,8.3,22.0,70.33,82.62
1038,2002,Republic of Ingushetia,12.3,16.4,4.1,76.07,42.57
1039,2002,Irkutsk Oblast,-4.7,11.8,16.5,62.82,79.34
1040,2002,Kabardino-Balkar Republic,0.2,10.2,10.0,66.76,56.59
1041,2002,Kaliningrad Oblast,-8.4,8.9,17.3,59.21,77.62
1042,2002,Republic of Kalmykia,0.4,12.7,12.3,67.17,43.68
1043,2002,Kaluga Oblast,-10.4,8.4,18.8,68.42,74.63
1044,2002,Kamchatka Krai,-0.7,10.8,11.5,45.24,81.0
1045,2002,Karachay-Cherkess Republic,-0.7,11.2,11.9,71.81,43.93
1046,2002,Republic of Karelia,-8.6,10.1,18.7,60.49,74.81
1047,2002,Kemerovo Oblast,-7.6,10.1,17.7,62.62,86.68
1048,2002,Kirov Oblast,-10.0,9.0,19.0,66.83,71.56
1049,2002,Kostroma Oblast,-11.7,9.4,21.1,70.86,67.12
1050,2002,Krasnodar Krai,-5.8,9.9,15.7,70.66,53.52
1051,2002,Krasnoyarsk Krai,-4.6,10.7,15.3,59.16,75.57
1052,2002,Republic of Crimea,,,,,
1053,2002,Kurgan Oblast,-7.3,10.4,17.7,70.66,56.36
1054,2002,Kursk Oblast,-10.8,8.5,19.3,74.17,61.06
1055,2002,Leningrad Oblast,-12.6,7.8,20.4,67.69,66.37
1056,2002,Lipetsk Oblast,-8.8,8.7,17.5,70.85,64.14
1057,2002,Magadan Oblast,-1.8,10.8,12.6,43.62,91.95
1058,2002,Mari El Republic,-6.6,10.0,16.6,64.49,63.04
1059,2002,Republic of Mordovia,-8.7,8.0,16.7,67.61,59.67
1060,2002,Moscow,-5.3,7.9,13.2,54.45,100.0
1061,2002,Moscow Oblast,-9.7,8.2,17.9,64.49,79.36
1062,2002,Murmansk Oblast,-3.4,9.8,13.2,47.04,92.26
1063,2002,Nenets Autonomous Okrug,1.6,14.7,13.1,59.12,62.75
1064,2002,Nizhny Novgorod Oblast,-11.2,8.1,19.3,69.27,78.07
1065,2002,Novgorod Oblast,-13.3,9.0,22.3,72.05,69.73
1066,2002,Novosibirsk Oblast,-5.4,10.0,15.4,61.75,74.97
1067,2002,Omsk Oblast,-4.8,9.8,14.6,62.94,68.58
1068,2002,Orenburg Oblast,-4.3,10.8,15.1,66.82,57.78
1069,2002,Oryol Oblast,-10.0,8.6,18.6,70.67,63.38
1070,2002,Penza Oblast,-9.6,8.0,17.6,69.23,64.94
1071,2002,Perm Krai,-7.0,11.0,18.0,64.1,75.28
1072,2002,Primorsky Krai,-4.9,10.0,14.9,56.39,78.29
1073,2002,Pskov Oblast,-15.3,8.5,23.8,73.0,65.89
1074,2002,Altai Republic,0.9,16.0,15.1,68.36,26.52
1075,2002,Komi Republic,-4.0,10.9,14.9,52.65,75.27
1076,2002,Tuva Republic,3.8,18.8,15.0,71.62,51.04
1077,2002,Rostov Oblast,-7.3,8.8,16.1,67.86,67.6
1078,2002,Ryazan Oblast,-12.7,7.8,20.5,73.92,68.73
1079,2002,Samara Oblast,-7.1,9.2,16.3,62.58,80.58
1080,2002,Saint Petersburg,-8.4,8.0,16.4,60.62,100.0
1081,2002,Saratov Oblast,-7.9,8.7,16.6,67.22,73.48
1082,2002,Sakhalin Oblast,-4.8,10.2,15.0,51.01,86.73
1083,2002,Sverdlovsk Oblast,-7.2,9.9,17.1,62.67,87.88
1084,2002,Sevastopol,,,,,
1085,2002,Republic of North Ossetia-Alania,-1.2,11.1,12.3,73.25,65.7
1086,2002,Smolensk Oblast,-13.4,8.2,21.6,67.69,70.66
1087,2002,Stavropol Krai,-5.0,9.6,14.6,68.73,55.93
1088,2002,Tambov Oblast,-11.7,8.1,19.8,75.02,57.19
1089,2002,Republic of Tatarstan,-3.6,10.1,13.7,68.12,73.79
1090,2002,Tver Oblast,-15.2,8.7,23.9,74.49,73.02
1091,2002,Tomsk Oblast,-3.9,10.5,14.4,54.84,67.59
1092,2002,Tula Oblast,-14.4,7.4,21.8,73.05,81.46
1093,2002,Tyumen Oblast,2.5,12.4,9.9,59.54,77.24
1094,2002,Udmurt Republic,-4.3,11.3,15.6,62.32,69.67
1095,2002,Ulyanovsk Oblast,-8.0,8.8,16.8,66.18,73.1
1096,2002,Khabarovsk Krai,-5.6,10.0,15.6,54.4,80.59
1097,2002,Republic of Khakassia,-5.8,11.2,17.0,62.33,70.88
1098,2002,Khanty–Mansi Autonomous Okrug – Yugra,6.5,13.4,6.9,42.92,90.93
1099,2002,Chelyabinsk Oblast,-6.3,10.1,16.4,64.83,81.73
1100,2002,Chechen Republic,,,,76.99,33.77
1101,2002,Chuvash Republic,-5.3,9.8,15.1,67.56,60.52
1102,2002,Chukotka Autonomous Okrug,0.7,12.0,11.3,44.18,66.44
1103,2002,Sakha (Yakutia) Republic,4.4,14.6,10.2,58.61,64.31
1104,2002,Yamalo-Nenets Autonomous Okrug,7.3,13.1,5.8,42.78,83.32
1105,2002,Yaroslavl Oblast,-11.9,8.6,20.5,68.05,80.8
1106,2003,Republic of Adygea,-5.1,10.4,15.5,71.36,52.59
1107,2003,Altai Krai,-5.1,10.8,15.9,60.95,53.23
1108,2003,Amur Oblast,-4.2,12.4,16.6,56.62,65.93
1109,2003,Arkhangelsk Oblast,-7.1,10.8,18.0,58.9,74.9
1110,2003,Astrakhan Oblast,-3.5,12.1,15.5,62.39,67.72
1111,2003,Republic of Bashkortostan,-3.1,11.1,14.2,67.49,64.06
1112,2003,Belgorod Oblast,-6.9,9.2,16.1,67.92,65.25
1113,2003,Bryansk Oblast,-10.0,9.1,19.1,70.72,68.53
1114,2003,Republic of Buryatia,-1.9,13.5,15.4,60.81,59.65
1115,2003,Vladimir Oblast,-11.5,9.3,20.7,66.84,79.68
1116,2003,Volgograd Oblast,-6.8,9.3,16.1,65.72,75.22
1117,2003,Vologda Oblast,-9.4,10.4,19.8,64.17,69.11
1118,2003,Voronezh Oblast,-10.7,8.3,18.9,71.34,61.96
1119,2003,Republic of Dagestan,9.9,16.0,6.1,70.9,42.81
1120,2003,Jewish Autonomous Oblast,-4.1,12.0,16.1,57.58,67.25
1121,2003,Zabaykalsky Krai,-3.3,13.5,16.8,60.89,63.93
1122,2003,Ivanovo Oblast,-13.3,8.8,22.1,68.2,82.7
1123,2003,Republic of Ingushetia,11.1,14.9,3.9,78.02,42.45
1124,2003,Irkutsk Oblast,-4.6,12.3,16.9,60.93,79.32
1125,2003,Kabardino-Balkar Republic,0.1,10.3,10.3,64.24,56.6
1126,2003,Kaliningrad Oblast,-8.7,9.3,18.0,57.5,77.62
1127,2003,Republic of Kalmykia,1.5,13.3,11.8,64.32,44.31
1128,2003,Kaluga Oblast,-10.2,8.8,19.0,66.74,74.89
1129,2003,Kamchatka Krai,-1.4,10.8,12.3,44.9,81.11
1130,2003,Karachay-Cherkess Republic,-0.8,11.6,12.3,69.11,44.06
1131,2003,Republic of Karelia,-9.7,10.2,19.9,58.43,75.14
1132,2003,Kemerovo Oblast,-7.8,10.5,18.4,60.62,86.69
1133,2003,Kirov Oblast,-10.4,9.1,19.6,64.16,71.83
1134,2003,Kostroma Oblast,-12.2,9.5,21.7,68.13,67.45
1135,2003,Krasnodar Krai,-5.4,10.4,15.7,68.35,53.49
1136,2003,Krasnoyarsk Krai,-4.7,11.1,15.8,57.31,75.81
1137,2003,Republic of Crimea,,,,,
1138,2003,Kurgan Oblast,-7.7,10.3,18.1,68.08,56.37
1139,2003,Kursk Oblast,-10.9,8.8,19.7,71.5,61.35
1140,2003,Leningrad Oblast,-13.1,8.0,21.0,65.41,66.43
1141,2003,Lipetsk Oblast,-9.6,8.8,18.4,68.43,64.35
1142,2003,Magadan Oblast,-1.4,11.2,12.6,43.0,92.6
1143,2003,Mari El Republic,-6.0,10.4,16.4,61.53,63.2
1144,2003,Republic of Mordovia,-8.8,8.4,17.2,65.27,59.87
1145,2003,Moscow,-4.7,8.4,13.0,53.29,100.0
1146,2003,Moscow Oblast,-9.1,8.8,17.9,62.71,79.26
1147,2003,Murmansk Oblast,-4.0,9.9,14.0,45.84,92.21
1148,2003,Nenets Autonomous Okrug,1.8,15.9,14.1,58.08,63.39
1149,2003,Nizhny Novgorod Oblast,-11.0,9.0,20.0,66.8,78.21
1150,2003,Novgorod Oblast,-14.3,9.2,23.5,69.92,69.92
1151,2003,Novosibirsk Oblast,-4.9,10.6,15.5,59.74,75.11
1152,2003,Omsk Oblast,-4.1,10.8,14.9,60.56,68.71
1153,2003,Orenburg Oblast,-4.4,10.8,15.3,64.27,57.81
1154,2003,Oryol Oblast,-9.9,8.9,18.8,68.32,63.59
1155,2003,Penza Oblast,-9.5,8.4,17.9,67.29,65.12
1156,2003,Perm Krai,-7.0,11.3,18.3,61.84,75.13
1157,2003,Primorsky Krai,-5.1,10.5,15.6,55.39,78.34
1158,2003,Pskov Oblast,-15.9,9.0,24.9,70.72,66.19
1159,2003,Altai Republic,1.1,16.7,15.6,65.44,26.37
1160,2003,Komi Republic,-4.3,11.3,15.7,50.68,75.26
1161,2003,Tuva Republic,5.4,20.5,15.2,69.18,51.73
1162,2003,Rostov Oblast,-7.1,9.2,16.3,65.56,67.63
1163,2003,Ryazan Oblast,-12.9,8.3,21.2,71.97,68.98
1164,2003,Samara Oblast,-6.6,9.8,16.4,60.83,80.62
1165,2003,Saint Petersburg,-8.0,8.7,16.7,59.29,100.0
1166,2003,Saratov Oblast,-7.9,9.1,17.0,65.22,73.63
